department,catalogNumber,description,catoid,groupEntoid,groupNavoid,groupShortTitle,groupLongTitle
SOC,3390,Sociology of Gender,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3392,Sociology of Latino in Houston,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3395,Careers in Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3397,Sel-Topics in Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3398,Independent Studies in Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3399,Senior Honors Thesis,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,3400,Intro To Social Statistics,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,4383,Senior Seminar in Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,4394,Internship in Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOC,4399,Senior Honors Thesis,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SOCI,1301,Introduction To Sociology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,1501,Elementary Spanish I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,1502,Elementary Spanish II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,1505,Intensive Elementary Spanish,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,1507,Intensive Elementary Spanish for Heritage Learners,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2198,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2307,Spanish for Heritage Learners I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2308,Spanish for Heritage Learners II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2311,Intermediate Spanish I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2312,Intermediate Spanish II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2605,Intensive Intermediate Spanish for Honors,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2610,Intensive Intermediate Spanish,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,2615,Intensive Intermediate Spanish for Heritage Learners,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3198,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3301,Spanish Oral Communication for Critical Thinking,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3302,Advanced Spanish for Non-Heritage Learners,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3305,Spanish Grammar Review,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3306,Introduction to the Study of the Spanish Language,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3307,Public Speaking in Spanish,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3308,Written Communication for Hispanic Heritage Learners,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3311,Advanced Composition and Creative Writing,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3312,Fundamentals of English/Spanish Translation,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3331,Mexican American Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3339,Spanish for the Global Professions,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3341,Language of Business and Trade,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3342,Cross-Cultural Business Contexts: U.S./Latin America,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3343,Spanish for the Health Professions,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3345,Hispanic Folklore of the Southwest,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3350,Women in Hispanic Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3373,Spanish Culture and Civilization,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3374,Span American Culture & Civ,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3375,United States Hispanic Culture and Civilization,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3384,Introduction to Hispanic Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3386,Screen Memories: Spanish Culture Through Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3394,Selected Topics in Spanish,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,3399,Senior Honors Thesis,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4198,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4298,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4311,Survey of Spanish Literature to 1700,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4313,Advanced English/Spanish Translation,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4321,Survey of Spanish-American Literature I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4322,Survey of Spanish-American Literature II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4337,Contemporary Spanish-American Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4339,Spanish-American Short Story,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4341,Advertising and Public Relations for the Latino/a Market,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4343,Health and Society in the Hispanic World,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4356,Spanish Grammar for Teachers,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4357,Spanish Phonetics,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4365,Spanish-English Contrastive Structures,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4366,History of the Spanish Language,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4367,U.S. Hispanics and Language,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4368,Mexican Literature in the Twentieth Century,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4369,Contemporary Spanish Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4371,Techniques of Teaching Spanish,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4372,Literature and the Visual Arts in Modern Spain,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4374,Teaching Spanish to Heritage Learners,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4387,Literary and Legal Translation,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4388,Images of Women in Spanish-American Film and Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4391,Latin American and Latino Cultural Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4396,Topics in Spanish Language and Linguistics,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4397,Topics in Hispanic Writing,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,4398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,5395,Selected Topics in Span Linguistics,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPAN,5396,Selected Topics in Hispanic Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
SPCH,1318,Interpersonal Communication,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,1501,Elementary Vietnamese I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,1502,Elementary Vietnamese II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,2301,Intermediate Vietnamese I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,2302,Intermediate Vietnamese II,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,3300,The Global Vietnamese Diaspora,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
VIET,3331,Introduction to Vietnamese Culture,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,1101,Introduction to the Study of Languages,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,1102,Introduction to World Cultures,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,2351,World Cultures Thru Lit & Arts,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,2352,World Cinema,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,2370,Cultures of India,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,2380,"Jewish Civilization, Ancient to Modern",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3341,Early Islamic Society: Literature and Thought,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3342,Tales of East Asian Cities,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3346,Terrorism: Past and Present,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3347,Is Life Worth Living? A History of Nihilism,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3348,Enlightenment Stories,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3351,Introduction to Latino Cultural Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3355,Goddesses and Other Divine Women,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3356,Comparative Modernisms: The Global South,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3363,The Graphic Novel and Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3364,World TV,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3365,World Fiction and Reportage,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3366,Latin American and Latino Film Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3367,National Cinema in a Global Perspective,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3368,Popular Cultures and World Media,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3369,Science Fiction in Literature and Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3371,Cities in Film and Arts,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3372,Indian Film:Bollywood & Beyond,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3373,Gender and Sexuality in World Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3374,Jewish Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3375,Black Cuba in Literature and Visual Culture,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3376,"Photography - Creating Visual Stories, Local and Global",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3377,"The Modern Middle East: Literature, Politics, and Ideas",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3378,Debating India and the World,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3379,Media & Post-Millennial Writings in India,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3380,American Jewish Culture,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3384,Jewish Women Through Biography,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3385,Cultures and Capitalisms in India and Asia,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3392,Intro Lat Am Cultural Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3397,Selected Topics in World Cultures & Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,3399,Senior Honors Thesis,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4301,Culture and Communication: Methods in Linguistic Anthropology,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4351,Frames of Modernity I,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4352,Frames of Modernity II - Postmodernity and Globalization,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4353,Frames of Modernity III: Classics and Modernity,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4354,Frames of Modernity IV: The Global South Before WWII,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4355,Frames of Modernity V: The Global South From WWII to Present,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4356,World Film and Film Theory,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4362,Seminar in Latin American and Latino Literatures,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4363,The Supernatural and Film,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4364,History of Drama in Northern and Central Europe,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4365,World Fiction and Reportage,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4367,Voices from Exile and Diaspora,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4374,Sex and Gender in Antiquity,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4378,Cultures of Dissent: A Global Perspective,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4379,Critical Theory and Globalization,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4381,Seminar in Latin American and Latino Cultural Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4382,"Post-Conflict Literatures: Europe, Africa and the Americas",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4396,Selected Topics in World Cultures and Literature,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WCL,4399,Senior Honors Thesis,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,2350,Introduction To Women’s Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,2360,Introduction to LGBT Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3319,"Gender, Sexuality, and Health",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3321,Gender in Transnational Perspective,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3322,"Intersectionalities of Race, Class, Age, Disability & Gender",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3350,"Gender, Society & Feminist Theory",52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3351,Gender and Work,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3354,Social Justice & Health Equity,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3360,Sexuality and Queer Theory,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3395,Selected Topics in Women’s Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3396,Selected Topics LGBT Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,3398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,4350,Issues in Feminist Research,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,4360,Capstone Internship Course,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,4395,Selected Topics in Women’s Studies,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
WGSS,4398,Independent Study,52,3854,19580,Liberal Arts & Social Sciences,College of Liberal Arts & Social Sciences
BCHS,1197,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,1297,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,1397,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,2197,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3197,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3201,Biochemistry I Laboratory,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3297,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3304,General Biochemistry I,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3305,General Biochemistry II,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3307,Biochemistry for Nutrition Majors,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3396,Senior Research Project,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,3399,Senior Honors Thesis,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4197,Selected Topics in Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4198,Independent Study,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4298,Independent Study,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4304,Biophysics,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4306,Nucleic Acids,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4307,Proteins,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4311,Biochemistry Lab II,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4312,Molecular Modeling of Biological Macromolecules,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4313,Cell Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4314,Lipids and Carbohydrates,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4321,Genomics and Proteomics,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4322,Biochemistry of Organelles,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4323,Protein Biosynthesis,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4324,Bioinformatics,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4325,Molecular Microbiology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4355,Eukaryotic Gene Regulation,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4360,Evolutionary Basis of Health and Disease,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4361,Clinical Biochemistry,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4370,Frontiers in Nano-Biotechnology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4396,Senior Research Project,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4397,Topics-Biochem & Biophys Sci,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4398,Independent Study,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4399,Senior Honors Thesis,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BCHS,4498,Independent Study,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1106,Biology for Science Majors I (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1107,Biology for Science Majors II (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1125,Survey of Health Professions,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1197,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1297,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1305,Human Biology for the Informed Citizen,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1306,Biology for Science Majors I (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1307,Biology for Science Majors II (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1308,Biology for Non-Science Majors I (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1309,Biology for Non-Science Majors II (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1319,Human Genetics and Society,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,1397,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2101,Anatomy & Physiology Laboratory I (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2102,Anatomy & Physiology II (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2120,Microbiology for Non-Science Majors Laboratory (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2121,Microbiology for Science Majors (lab),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2197,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2297,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2301,Anatomy and Physiology I (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2302,Anatomy and Physiology II (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2315,Biology of Food,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2320,Microbiology for Non-Science Majors (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2321,Microbiology for Science Majors (lecture),52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,2397,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3197,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3224,Human Physiology Laboratory,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3297,Selected Topics in Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3301,Mendelian and Population Genetics,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3304,The Biology of Social Behavior,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3305,Biodiversity,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3306,Evolutionary Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3307,Introduction to Scientific Research,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3311,Advanced Methods and Writing in Genetics Laboratory,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3324,Human Physiology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3326,History and Philosophy of Biology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3330,Biological Field Research,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3340,Invertebrate Zoology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3341,Human Genetics,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3345,Plant Physiology,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
BIOL,3350,Science Communication Strategies,52,3855,19557,Natural Sciences and Mathematics,College of Natural Sciences and Mathematics
